MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
REPLEN,REPLEN,A07-4602,A08-500B3,R6670,20180723024436,20180723024436,20180723024436
REPLEN,REPLEN,A03-18511,A04-150B5,S6895,20180723024458,20180723024458,20180723024458
REPLEN,REPLEN,A12-2355,A13-220B2,D6621,20180723024458,20180723024458,20180723024458
REPLEN,REPLEN,B01-2101,B01-270A,D8206,20180723024509,20180723024509,20180723024509
REPLEN,REPLEN,B11-1853,B11-220A,H6424,20180723024511,20180723024511,20180723024511
REPLEN,REPLEN,A07-18513,A06-145B3,J5743,20180723024513,20180723024513,20180723024513
REPLEN OVERFLOW,REPLEN,A13-220B2,A12-2501,D6621,20180723024515,20180723024515,20180723024515
REPLEN OVERFLOW,REPLEN,C02-130D7,C02-1201,B8257,20180723024516,20180723024516,20180723024516
REPLEN,REPLEN,A12-1755,A06-515C6,H8169,20180723024517,20180723024517,20180723024517
REPLEN,REPLEN,C15-42513,C16-420C4,C6086,20180723024518,20180723024518,20180723024518
REPLEN OVERFLOW,REPLEN,A04-150B5,A03-18511,S6895,20180723024520,20180723024520,20180723024520
REPLEN,REPLEN,C01-2402,C01-260C2,T3971,20180723024524,20180723024524,20180723024524
REPLEN,REPLEN,A95-3401,A06-500B3,R6581,20180723024529,20180723024529,20180723024529
REPLEN,REPLEN,A09-4652,A08-465B2,K6144,20180723024531,20180723024531,20180723024531
REPLEN OVERFLOW,REPLEN,A06-515C6,A07-5253,H8169,20180723024534,20180723024534,20180723024534
REPLEN OVERFLOW,REPLEN,C16-420C4,C15-35012,C6086,20180723024549,20180723024549,20180723024549
REPLEN OVERFLOW,REPLEN,A08-500B3,A95-4401,R6670,20180723024553,20180723024553,20180723024553
REPLEN OVERFLOW,REPLEN,A08-465B2,A09-4652,K6144,20180723024554,20180723024554,20180723024554
REPLEN OVERFLOW,REPLEN,C01-260C2,C01-2402,T3971,20180723024554,20180723024554,20180723024554
REPLEN OVERFLOW,REPLEN,A06-500B3,A05-44512,R6581,20180723024601,20180723024601,20180723024601
REPLEN OVERFLOW,REPLEN,B01-270A,B01-2101,D8206,20180723024602,20180723024602,20180723024602
REPLEN,REPLEN,A16-3501,A16-375A,M7464,20180723024603,20180723024603,20180723024603
REPLEN,REPLEN,C02-2051,C02-130D7,T8030,20180723024609,20180723024609,20180723024609
REPLEN,REPLEN,C17-21012,C16-145B4,M7805,20180723024644,20180723024644,20180723024644
REPLEN OVERFLOW,REPLEN,C02-130D7,C02-2051,T8030,20180723024658,20180723024658,20180723024658
REPLEN OVERFLOW,REPLEN,C16-145B4,C17-13012,M7805,20180723024708,20180723024708,20180723024708
REPLEN,REPLEN,C01-2154,C01-180D1,T3971,20180723024718,20180723024718,20180723024718
REPLEN,REPLEN,C15-1452,C14-145B3,N5883,20180723024721,20180723024721,20180723024721
REPLEN,REPLEN,A12-1352,A13-100B1,S6895,20180723024723,20180723024723,20180723024723
REPLEN OVERFLOW,REPLEN,C14-145B3,C15-16513,N5883,20180723024750,20180723024750,20180723024750
REPLEN OVERFLOW,REPLEN,C01-180D1,C01-2252,T3971,20180723024755,20180723024755,20180723024755
REPLEN,REPLEN,B95-1902,B95-190A,H6424,20180723024809,20180723024809,20180723024809
REPLEN,REPLEN,C13-15511,C14-140C3,C6086,20180723024809,20180723024809,20180723024809
REPLEN,REPLEN,B06-3501,B05-120A,M4142,20180723024818,20180723024818,20180723024818
REPLEN,REPLEN,A07-46012,A06-465B1,H8169,20180723024821,20180723024821,20180723024821
REPLEN,REPLEN,A15-36012,A14-170B,R6581,20180723024838,20180723024838,20180723024838
REPLEN,REPLEN,A01-3702,A01-385B,S6895,20180723024929,20180723024929,20180723024929
REPLEN,REPLEN,A90-2904,A90-250C7,R6670,20180723024943,20180723024943,20180723024943
REPLEN,REPLEN,A07-51013,A06-395C5,K6144,20180723024956,20180723024956,20180723024956
REPLEN,REPLEN,C01-1451,C01-165C2,T3971,20180723024958,20180723024958,20180723024958
REPLEN,REPLEN,A13-3301,A90-150B5,R6581,20180723025013,20180723025013,20180723025013
REPLEN,REPLEN,C10-2601,C05-245C3,T8030,20180723025021,20180723025021,20180723025021
REPLEN,REPLEN,B07-1504,B07-170A,D8206,20180723025025,20180723025025,20180723025025
REPLEN OVERFLOW,REPLEN,A06-395C5,A07-39513,K6144,20180723025035,20180723025035,20180723025035
REPLEN OVERFLOW,REPLEN,A90-150B5,A13-3301,R6581,20180723025042,20180723025042,20180723025042
REPLEN,REPLEN,C09-1755,C09-120A,B8257,20180723025043,20180723025043,20180723025043
REPLEN OVERFLOW,REPLEN,A90-250C7,A17-2902,R6670,20180723025057,20180723025057,20180723025057
REPLEN OVERFLOW,REPLEN,C05-245C3,C94-3102,T8030,20180723025104,20180723025104,20180723025104
REPLEN,REPLEN,C10-2201,C10-185A,C6086,20180723025112,20180723025112,20180723025112
REPLEN,REPLEN,B08-4251,B08-430A,H6424,20180723025141,20180723025141,20180723025141
REPLEN,REPLEN,A16-2203,A16-340A,M7464,20180723025240,20180723025240,20180723025240
REPLEN,REPLEN,C90-3151,C05-175B6,N5883,20180723025247,20180723025247,20180723025247
REPLEN,REPLEN,B07-4001,B07-190B,M4142,20180723025254,20180723025254,20180723025254
REPLEN,REPLEN,A09-2153,A10-220B1,S6895,20180723025256,20180723025256,20180723025256
REPLEN OVERFLOW,REPLEN,A06-145B3,A07-15013,J5743,20180723025303,20180723025303,20180723025303
REPLEN,REPLEN,C09-2551,C09-200A,B8257,20180723025304,20180723025304,20180723025304
REPLEN,REPLEN,C03-1651,C01-165C1,P7956,20180723025323,20180723025323,20180723025323
REPLEN,REPLEN,C06-2901,C05-295C8,T3971,20180723025324,20180723025324,20180723025324
REPLEN,REPLEN,C18-1151,C90-765B,T5667,20180723025324,20180723025324,20180723025324
REPLEN OVERFLOW,REPLEN,A10-220B1,A09-2153,S6895,20180723025332,20180723025332,20180723025332
REPLEN,REPLEN,A11-50011,A10-505C1,H8169,20180723025333,20180723025333,20180723025333
REPLEN OVERFLOW,REPLEN,C05-175B6,C05-1551,N5883,20180723025334,20180723025334,20180723025334
REPLEN,REPLEN,C10-1602,C10-175A,C6086,20180723025353,20180723025353,20180723025353
REPLEN,REPLEN,A07-4152,A08-420C1,D6621,20180723025355,20180723025355,20180723025355
REPLEN OVERFLOW,REPLEN,C01-165C1,C01-2154,P7956,20180723025400,20180723025400,20180723025400
REPLEN OVERFLOW,REPLEN,A08-420C1,A07-44512,D6621,20180723025409,20180723025409,20180723025409
REPLEN,REPLEN,C20-36511,C19-435B6,T8030,20180723025431,20180723025431,20180723025431
REPLEN OVERFLOW,REPLEN,A10-505C1,A11-52011,H8169,20180723025438,20180723025438,20180723025438
REPLEN,REPLEN,B10-2302,B10-240B,H6424,20180723025445,20180723025445,20180723025445
REPLEN,REPLEN,A07-2352,A02-250A,R6581,20180723025459,20180723025459,20180723025459
REPLEN OVERFLOW,REPLEN,C19-435B6,C20-4252,T8030,20180723025506,20180723025506,20180723025506
REPLEN,REPLEN,B11-3353,B11-330A,M4142,20180723025513,20180723025513,20180723025513
REPLEN,REPLEN,A03-1702,A04-150C6,J5743,20180723025520,20180723025520,20180723025520
REPLEN OVERFLOW,REPLEN,A04-150C6,A03-1702,J5743,20180723025543,20180723025543,20180723025543
REPLEN,REPLEN,A13-1451,A13-105B4,S6895,20180723025544,20180723025544,20180723025544
REPLEN,REPLEN,A16-2704,A17-145B2,D6621,20180723025617,20180723025617,20180723025617
REPLEN OVERFLOW,REPLEN,A17-145B2,A18-1303,D6621,20180723025640,20180723025640,20180723025640
REPLEN,REPLEN,A05-36012,A04-355C6,R6581,20180723025648,20180723025648,20180723025648
REPLEN,REPLEN,C10-4301,C10-395A,C6086,20180723025651,20180723025651,20180723025651
REPLEN,REPLEN,C19-1854,C18-235C6,N5883,20180723025653,20180723025653,20180723025653
REPLEN,REPLEN,A16-3203,A16-300B,M7464,20180723025655,20180723025655,20180723025655
REPLEN,REPLEN,B06-4002,B95-350B,M4142,20180723025658,20180723025658,20180723025658
REPLEN OVERFLOW,REPLEN,A04-355C6,A05-31511,R6581,20180723025704,20180723025704,20180723025704
REPLEN OVERFLOW,REPLEN,C18-235C6,C19-1953,N5883,20180723025723,20180723025723,20180723025723
REPLEN,REPLEN,B95-3103,B95-230B,H6424,20180723025736,20180723025736,20180723025736
REPLEN,REPLEN,A03-47511,A03-380B,R6670,20180723025738,20180723025738,20180723025738
REPLEN,REPLEN,C02-1205,C02-120E4,T3971,20180723025742,20180723025742,20180723025742
REPLEN,REPLEN,A09-45513,A10-430B7,H8169,20180723025748,20180723025748,20180723025748
REPLEN OVERFLOW,REPLEN,C02-120E4,C02-2204,T3971,20180723025806,20180723025806,20180723025806
REPLEN,REPLEN,C08-2754,C08-410A,B8257,20180723025806,20180723025806,20180723025806
REPLEN,REPLEN,C18-1101,C19-305B3,P7956,20180723025813,20180723025813,20180723025813
REPLEN OVERFLOW,REPLEN,A10-430B7,A09-4202,H8169,20180723025816,20180723025816,20180723025816
REPLEN,REPLEN,A08-2103,A08-200B,K6144,20180723025844,20180723025844,20180723025844
REPLEN OVERFLOW,REPLEN,C19-305B3,C20-3753,P7956,20180723025853,20180723025853,20180723025853
REPLEN OVERFLOW,REPLEN,C08-410A,C08-2754,B8257,20180723025902,20180723025902,20180723025902
REPLEN,REPLEN,A15-31011,A15-295B,D6621,20180723025915,20180723025915,20180723025915
REPLEN,REPLEN,B10-3051,B10-205B,M4142,20180723025949,20180723025949,20180723025949
REPLEN OVERFLOW,REPLEN,A08-200B,A08-2103,K6144,20180723025950,20180723025950,20180723025950
REPLEN,REPLEN,A03-3704,A04-430B7,R6670,20180723030004,20180723030004,20180723030004
REPLEN,REPLEN,C08-1551,C08-140C2,T5667,20180723030006,20180723030006,20180723030006
REPLEN OVERFLOW,REPLEN,A04-430B7,A03-3704,R6670,20180723030041,20180723030041,20180723030041
REPLEN,REPLEN,A08-4105,A08-320B,J5743,20180723030102,20180723030102,20180723030102
REPLEN,REPLEN,A07-20011,A08-100B2,D6621,20180723030104,20180723030104,20180723030104
REPLEN OVERFLOW,REPLEN,A08-100B2,A07-10513,D6621,20180723030120,20180723030120,20180723030120
REPLEN OVERFLOW,REPLEN,A08-320B,A08-3453,J5743,20180723030138,20180723030138,20180723030138
REPLEN OVERFLOW,REPLEN,C08-140C2,C08-1551,T5667,20180723030143,20180723030143,20180723030143
REPLEN,REPLEN,A17-3205,A17-310A,M7464,20180723030148,20180723030148,20180723030148
REPLEN,REPLEN,B02-2203,B02-210B,M4142,20180723030149,20180723030149,20180723030149
REPLEN,REPLEN,B10-4354,B10-445A,D8206,20180723030203,20180723030203,20180723030203
REPLEN,REPLEN,C05-2451,C05-235A,T8030,20180723030229,20180723030229,20180723030229
REPLEN,REPLEN,B10-2002,B10-200A,H6424,20180723030232,20180723030232,20180723030232
REPLEN,REPLEN,A09-3852,A10-470B6,H8169,20180723030234,20180723030234,20180723030234
REPLEN,REPLEN,A20-1151,A20-115B,K6144,20180723030319,20180723030319,20180723030319
REPLEN OVERFLOW,REPLEN,C05-235A,C05-2451,T8030,20180723030328,20180723030328,20180723030328
REPLEN,REPLEN,A01-4455,A01-455A,S6895,20180723030336,20180723030336,20180723030336
REPLEN,REPLEN,B10-4402,B10-420B,D8206,20180723030351,20180723030351,20180723030351
REPLEN,REPLEN,B10-1653,B10-145A,M4142,20180723030354,20180723030354,20180723030354
REPLEN,REPLEN,A09-17013,A08-225C3,R6670,20180723030418,20180723030418,20180723030418
REPLEN,REPLEN,A08-4003,A08-270C8,D6621,20180723030421,20180723030421,20180723030421
REPLEN,REPLEN,B06-2401,B06-230A,H6424,20180723030429,20180723030429,20180723030429
REPLEN OVERFLOW,REPLEN,B10-420B,B10-4102,D8206,20180723030434,20180723030434,20180723030434
REPLEN OVERFLOW,REPLEN,A08-270C8,A07-3653,D6621,20180723030445,20180723030445,20180723030445
REPLEN OVERFLOW,REPLEN,A08-225C3,A09-17013,R6670,20180723030452,20180723030452,20180723030452
REPLEN,REPLEN,C01-2155,C01-215C7,T3971,20180723030457,20180723030457,20180723030457
REPLEN,REPLEN,A08-39511,A08-425C1,H8169,20180723030539,20180723030539,20180723030539
REPLEN,REPLEN,C02-1151,C02-125E2,P7956,20180723030539,20180723030539,20180723030539
REPLEN OVERFLOW,REPLEN,A08-425C1,A09-3702,H8169,20180723030558,20180723030558,20180723030558
REPLEN OVERFLOW,REPLEN,C01-215C7,C01-2452,T3971,20180723030618,20180723030618,20180723030618
REPLEN,REPLEN,B02-3501,B02-330A,H6424,20180723030633,20180723030633,20180723030633
REPLEN,REPLEN,A09-22512,A10-220B4,R6581,20180723030652,20180723030652,20180723030652
REPLEN,REPLEN,A15-2451,A17-265A,M7464,20180723030707,20180723030707,20180723030707
REPLEN,REPLEN,A13-2901,A13-305A,K6144,20180723030738,20180723030738,20180723030738
REPLEN,REPLEN,A07-52511,A06-505B3,R6670,20180723030758,20180723030758,20180723030758
REPLEN,REPLEN,C03-1804,C01-220D3,W6323,20180723030818,20180723030818,20180723030818
REPLEN OVERFLOW,REPLEN,A06-505B3,A07-48513,R6670,20180723030829,20180723030829,20180723030829
REPLEN,REPLEN,B10-1153,B10-410A,D8206,20180723030835,20180723030835,20180723030835
REPLEN,REPLEN,C07-2651,C08-230C5,P7956,20180723030840,20180723030840,20180723030840
REPLEN OVERFLOW,REPLEN,C08-230C5,C07-2251,P7956,20180723030855,20180723030855,20180723030855
REPLEN,REPLEN,C07-3952,C08-390C6,T3971,20180723030859,20180723030859,20180723030859
REPLEN,REPLEN,C17-1802,C18-190B8,T8030,20180723030905,20180723030905,20180723030905
REPLEN OVERFLOW,REPLEN,B10-410A,B10-4152,D8206,20180723030916,20180723030916,20180723030916
REPLEN OVERFLOW,REPLEN,C18-190B8,C17-1802,T8030,20180723030946,20180723030946,20180723030946
REPLEN,REPLEN,B05-3102,B05-320B,H6424,20180723030954,20180723030954,20180723030954
REPLEN OVERFLOW,REPLEN,B05-320B,B05-3201,H6424,20180723030959,20180723030959,20180723030959
REPLEN,REPLEN,A03-4952,A04-470C6,H8169,20180723031010,20180723031010,20180723031010
REPLEN,REPLEN,A05-30512,A06-230C7,K6144,20180723031032,20180723031032,20180723031032
REPLEN,REPLEN,B03-2202,B03-240A,M4142,20180723031043,20180723031043,20180723031043
REPLEN,REPLEN,C03-1001,C02-110D7,T5667,20180723031053,20180723031053,20180723031053
REPLEN OVERFLOW,REPLEN,C02-110D7,C02-1151,T5667,20180723031101,20180723031101,20180723031101
REPLEN OVERFLOW,REPLEN,A06-230C7,A05-20513,K6144,20180723031110,20180723031110,20180723031110
REPLEN,REPLEN,A11-1503,A10-185C3,M7464,20180723031114,20180723031114,20180723031114
REPLEN,REPLEN,C07-2102,C07-145A,P7956,20180723031122,20180723031122,20180723031122
REPLEN OVERFLOW,REPLEN,C08-390C6,C07-3951,T3971,20180723031125,20180723031125,20180723031125
REPLEN OVERFLOW,REPLEN,A04-470C6,A03-4703,H8169,20180723031150,20180723031150,20180723031150
REPLEN,REPLEN,A06-16011,A06-120A,S6895,20180723031200,20180723031200,20180723031200
REPLEN OVERFLOW,REPLEN,A10-185C3,A11-2203,M7464,20180723031210,20180723031210,20180723031210
REPLEN,REPLEN,B05-4554,B05-455A,H6424,20180723031247,20180723031247,20180723031247
REPLEN,REPLEN,C20-1252,C19-115B8,T8030,20180723031252,20180723031252,20180723031252
REPLEN,REPLEN,A19-2601,A19-275B,R6670,20180723031304,20180723031304,20180723031304
REPLEN,REPLEN,B95-2801,B95-300B,D8206,20180723031326,20180723031326,20180723031326
REPLEN,REPLEN,C95-7001,C19-425B2,P7956,20180723031328,20180723031328,20180723031328
REPLEN,REPLEN,A90-2702,A13-195B8,S6895,20180723031331,20180723031331,20180723031331
REPLEN,REPLEN,A09-5052,A08-505B4,R6581,20180723031334,20180723031334,20180723031334
REPLEN OVERFLOW,REPLEN,A13-195B8,A14-1603,S6895,20180723031339,20180723031339,20180723031339
REPLEN,REPLEN,B02-1752,B02-120B,M4142,20180723031341,20180723031341,20180723031341
REPLEN OVERFLOW,REPLEN,C19-115B8,C20-1252,T8030,20180723031347,20180723031347,20180723031347
REPLEN OVERFLOW,REPLEN,C19-425B2,C19-4202,P7956,20180723031356,20180723031356,20180723031356
REPLEN,REPLEN,A11-1951,A12-175A,L6064,20180723031405,20180723031405,20180723031405
REPLEN OVERFLOW,REPLEN,A08-505B4,A09-5052,R6581,20180723031409,20180723031409,20180723031409
REPLEN,REPLEN,A05-49012,A04-505C2,K6144,20180723031451,20180723031451,20180723031451
REPLEN OVERFLOW,REPLEN,A04-505C2,A05-51012,K6144,20180723031501,20180723031501,20180723031501
REPLEN,REPLEN,C07-1553,C13-205A,W5105,20180723040620,20180723040620,20180723040620
REPLEN,REPLEN,C13-2252,C13-205A,W5105,20180723040758,20180723040758,20180723040758
REPLEN,REPLEN,C07-4151,C07-455A,M6696,20180723041143,20180723041143,20180723041143
REPLEN,REPLEN,C13-1953,C13-170A,W5105,20180723041150,20180723041150,20180723041150
REPLEN,REPLEN,C13-2353,C13-200A,W5105,20180723041309,20180723041309,20180723041309
REPLEN,REPLEN,C07-4053,C07-445A,M6696,20180723041402,20180723041402,20180723041402
REPLEN,REPLEN,C13-2053,C13-200A,W5105,20180723041452,20180723041452,20180723041452
PUTAWAY,SLAMS DUNK,C16-1351,C16-1354,P6085,20180723041531,20180723041531,20180723041531
REPLEN,REPLEN,C07-4402,C07-405A,M6696,20180723041624,20180723041624,20180723041624
REPLEN,REPLEN,C12-4202,C09-215A,O5169,20180723041647,20180723041647,20180723041647
REPLEN,REPLEN,C16-1601,C14-100B1,S6163,20180723041717,20180723041717,20180723041717
REPLEN,REPLEN,C95-2603,C10-450A,G6408,20180723041723,20180723041723,20180723041723
REPLEN,REPLEN,C20-25012,C20-255A,W7494,20180723041733,20180723041733,20180723041733
REPLEN OVERFLOW,REPLEN,C10-450A,C95-2601,G6408,20180723041739,20180723041739,20180723041739
REPLEN,REPLEN,C13-3752,C13-350A,W5105,20180723041811,20180723041811,20180723041811
PUTAWAY,SLAMS DUNK,C18-4551,C95-6501,P6085,20180723041825,20180723041825,20180723041825
REPLEN,REPLEN,A11-33013,A11-245A,B6061,20180723041841,20180723041841,20180723041841
REPLEN OVERFLOW,REPLEN,C14-100B1,C13-19511,S6163,20180723041844,20180723041844,20180723041844
PUTAWAY,SLAMS DUNK,C18-4501,C18-4502,P6085,20180723041911,20180723041911,20180723041911
REPLEN,REPLEN,C08-1254,C08-125A,M6696,20180723041921,20180723041921,20180723041921
REPLEN,REPLEN,C10-4201,C10-455A,G6408,20180723041923,20180723041923,20180723041923
REPLEN,REPLEN,A11-40013,A11-245A,B6061,20180723041939,20180723041939,20180723041939
REPLEN,REPLEN,C13-11512,C14-100B4,S6163,20180723042006,20180723042006,20180723042006
REPLEN,REPLEN,A09-4953,A09-160A,Y708,20180723042009,20180723042009,20180723042009
PUTAWAY,SLAMS DUNK,C16-1301,C16-1302,P6085,20180723042009,20180723042009,20180723042009
REPLEN OVERFLOW,REPLEN,C14-100B4,C13-11512,S6163,20180723042016,20180723042016,20180723042016
REPLEN,REPLEN,C21-45013,C21-450B,H6382,20180723042018,20180723042018,20180723042018
REPLEN,REPLEN,B11-1305,B11-180A,Y769,20180723042021,20180723042021,20180723042021
PUTAWAY,SLAMS DUNK,C16-1301,C16-1302,P6085,20180723042021,20180723042021,20180723042021
REPLEN,REPLEN,C13-3204,C13-360A,W5105,20180723042052,20180723042052,20180723042052
REPLEN,REPLEN,A08-5005,A08-490B,T6671,20180723042054,20180723042054,20180723042054
PUTAWAY,SLAMS DUNK,C16-1201,C16-1202,P6085,20180723042114,20180723042114,20180723042114
REPLEN,REPLEN,C08-1005,C09-215A,O5169,20180723042116,20180723042116,20180723042116
REPLEN,REPLEN,C20-44013,C19-445C1,W7494,20180723042120,20180723042120,20180723042120
REPLEN,REPLEN,A11-3252,A11-245A,B6061,20180723042143,20180723042143,20180723042143
REPLEN OVERFLOW,REPLEN,A08-490B,A08-5005,T6671,20180723042147,20180723042147,20180723042147
REPLEN,REPLEN,C10-4504,C10-455A,G6408,20180723042147,20180723042147,20180723042147
REPLEN OVERFLOW,REPLEN,C09-215A,C09-2501,O5169,20180723042151,20180723042151,20180723042151
REPLEN,REPLEN,C08-4205,C08-445A,F709,20180723042206,20180723042206,20180723042206
REPLEN OVERFLOW,REPLEN,C10-455A,C10-4251,G6408,20180723042210,20180723042210,20180723042210
REPLEN,REPLEN,C21-42511,C21-455A,H6382,20180723042220,20180723042220,20180723042220
REPLEN,REPLEN,C13-25011,C14-100C4,S6163,20180723042221,20180723042221,20180723042221
REPLEN,REPLEN,A08-3703,A09-160A,Y708,20180723042234,20180723042234,20180723042234
REPLEN,REPLEN,A11-29012,A11-245A,B6061,20180723042302,20180723042302,20180723042302
REPLEN OVERFLOW,REPLEN,C14-100C4,C13-20513,S6163,20180723042305,20180723042305,20180723042305
REPLEN,REPLEN,C19-17512,C18-105B2,L7493,20180723042319,20180723042319,20180723042319
REPLEN,REPLEN,C10-1501,C09-245A,O5169,20180723042335,20180723042335,20180723042335
REPLEN,REPLEN,C20-4254,C19-455C7,W7494,20180723042342,20180723042342,20180723042342
REPLEN,REPLEN,A11-35011,A10-465C1,W950,20180723042404,20180723042404,20180723042404
PUTAWAY,SLAMS DUNK,C16-1101,C16-1002,P6085,20180723042409,20180723042409,20180723042409
REPLEN,REPLEN,C10-4351,C10-445A,G6408,20180723042410,20180723042410,20180723042410
REPLEN,REPLEN,A11-31011,A11-245A,B6061,20180723042418,20180723042418,20180723042418
REPLEN OVERFLOW,REPLEN,C19-455C7,C20-4304,W7494,20180723042418,20180723042418,20180723042418
REPLEN,REPLEN,C14-2251,C14-215A,W5105,20180723042424,20180723042424,20180723042424
PUTAWAY,SLAMS DUNK,C16-1401,C16-2702,P6085,20180723042508,20180723042508,20180723042508
PUTAWAY,PUTAWAY,DR-D01,C14-1703,M6696,20180723042513,20180723042513,20180723042513
PUTAWAY,SLAMS DUNK,C16-1401,C16-2702,P6085,20180723042515,20180723042515,20180723042515
REPLEN,REPLEN,C13-17512,C14-110C5,S6163,20180723042534,20180723042534,20180723042534
REPLEN,REPLEN,B08-2754,B09-385A,Z977,20180723042546,20180723042546,20180723042546
PUTAWAY,PUTAWAY,DR-D01,C14-1802,M6696,20180723042553,20180723042553,20180723042553
REPLEN OVERFLOW,REPLEN,C14-110C5,C13-17512,S6163,20180723042604,20180723042604,20180723042604
PUTAWAY,PUTAWAY,DR-D01,C14-1605,H6382,20180723042606,20180723042606,20180723042606
PUTAWAY,SLAMS DUNK,C16-3151,C16-3553,P6085,20180723042622,20180723042622,20180723042622
REPLEN,REPLEN,A11-2204,A11-245A,B6061,20180723042623,20180723042623,20180723042623
PUTAWAY,SLAMS DUNK,C16-3151,C16-3553,P6085,20180723042629,20180723042629,20180723042629
REPLEN,REPLEN,A07-35511,A08-350B7,B3802,20180723042631,20180723042631,20180723042631
REPLEN,REPLEN,C19-40011,C18-105C2,L7493,20180723042633,20180723042633,20180723042633
REPLEN,REPLEN,C01-2003,C01-210E5,F430,20180723042638,20180723042638,20180723042638
REPLEN,REPLEN,C12-2801,C10-445A,G6408,20180723042650,20180723042650,20180723042650
REPLEN OVERFLOW,REPLEN,A08-350B7,A07-35511,B3802,20180723042655,20180723042655,20180723042655
REPLEN OVERFLOW,REPLEN,C01-210E5,C01-2002,F430,20180723042655,20180723042655,20180723042655
REPLEN,REPLEN,C10-1855,C09-245A,O5169,20180723042659,20180723042659,20180723042659
REPLEN OVERFLOW,REPLEN,C10-445A,C10-4351,G6408,20180723042700,20180723042700,20180723042700
REPLEN,REPLEN,C08-4351,C08-455A,F709,20180723042707,20180723042707,20180723042707
REPLEN,REPLEN,C95-2402,C95-240A,W5105,20180723042732,20180723042732,20180723042732
PUTAWAY,SLAMS DUNK,C16-3551,C16-3552,P6085,20180723042733,20180723042733,20180723042733
REPLEN,REPLEN,C13-16011,C14-110C8,S6163,20180723042756,20180723042756,20180723042756
PUTAWAY,PUTAWAY,DR-D01,C14-1503,H6382,20180723042757,20180723042757,20180723042757
REPLEN,REPLEN,C20-4553,C19-455B7,W7494,20180723042758,20180723042758,20180723042758
REPLEN OVERFLOW,REPLEN,C09-245A,C09-3754,O5169,20180723042819,20180723042819,20180723042819
REPLEN,REPLEN,B01-2701,B01-100A,B721,20180723042820,20180723042820,20180723042820
REPLEN OVERFLOW,REPLEN,C14-110C8,C13-12013,S6163,20180723042821,20180723042821,20180723042821
PUTAWAY,SLAMS DUNK,C16-3951,C16-4251,P6085,20180723042826,20180723042826,20180723042826
REPLEN,REPLEN,A08-4402,A09-160A,Y708,20180723042837,20180723042837,20180723042837
PUTAWAY,PUTAWAY,C01-2003,C01-2002,F430,20180723042844,20180723042844,20180723042844
PUTAWAY,SLAMS DUNK,C16-3901,C16-3903,P6085,20180723042847,20180723042847,20180723042847
PUTAWAY,SLAMS DUNK,C16-3901,C16-3903,P6085,20180723042854,20180723042854,20180723042854
PUTAWAY,PUTAWAY,DR-D01,C14-2004,M6696,20180723042855,20180723042855,20180723042855
PUTAWAY,PUTAWAY,B09-3151,B09-1801,D4182,20180723042903,20180723042903,20180723042903
REPLEN,REPLEN,A15-1251,A16-235B,W950,20180723042906,20180723042906,20180723042906
PUTAWAY,PUTAWAY,DR-D01,C14-1652,M6696,20180723042923,20180723042923,20180723042923
REPLEN,REPLEN,A08-43511,A08-480B,T6671,20180723042927,20180723042927,20180723042927
REPLEN,REPLEN,B08-2951,B08-245A,Y769,20180723042930,20180723042930,20180723042930
REPLEN,REPLEN,C95-2401,C95-240B,W5105,20180723042937,20180723042937,20180723042937
REPLEN,REPLEN,C19-12011,C18-105C3,L7493,20180723042939,20180723042939,20180723042939
REPLEN,REPLEN,C09-3855,C09-375A,O5169,20180723042941,20180723042941,20180723042941
REPLEN,REPLEN,C09-3051,C10-435A,G6408,20180723042943,20180723042943,20180723042943
REPLEN,REPLEN,C13-12513,C14-110C7,S6163,20180723042947,20180723042947,20180723042947
REPLEN OVERFLOW,REPLEN,C10-435A,C10-4201,G6408,20180723042959,20180723042959,20180723042959
REPLEN,PUTAWAY,C08-4351,C08-155A,F709,20180723043001,20180723043001,20180723043001
REPLEN,REPLEN,B08-3254,B09-385A,Z977,20180723043004,20180723043004,20180723043004
PUTAWAY,PUTAWAY,DR-D01,C14-1854,H6382,20180723043012,20180723043012,20180723043012
REPLEN OVERFLOW,REPLEN,C14-110C7,C13-12513,S6163,20180723043013,20180723043013,20180723043013
REPLEN OVERFLOW,REPLEN,C19-455B7,C20-4553,W7494,20180723043027,20180723043027,20180723043027
PUTAWAY,PUTAWAY,DR-D01,C14-1952,H6382,20180723043051,20180723043051,20180723043051
REPLEN,REPLEN,A02-1203,A02-115A,B6061,20180723043109,20180723043109,20180723043109
PUTAWAY,PUTAWAY,DR-D01,C14-1303,M6696,20180723043135,20180723043135,20180723043135
REPLEN,REPLEN,A08-4803,A09-160A,Y708,20180723043144,20180723043144,20180723043144
REPLEN,REPLEN,A12-23513,A13-150B8,M6763,20180723043148,20180723043148,20180723043148
REPLEN,REPLEN,C12-4305,C10-425A,G6408,20180723043159,20180723043159,20180723043159
REPLEN OVERFLOW,REPLEN,A13-150B8,A12-23513,M6763,20180723043208,20180723043208,20180723043208
REPLEN,REPLEN,C15-1455,C15-175A,P6085,20180723043215,20180723043215,20180723043215
PUTAWAY,PUTAWAY,DR-D01,C14-2104,M6696,20180723043217,20180723043217,20180723043217
REPLEN,REPLEN,C09-1002,C09-370A,O5169,20180723043224,20180723043224,20180723043224
