MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
REPLEN OVERFLOW,REPLEN,A7-34-R-1416-936-60,A9-206-R-1872-3216-84,Emp-6,20180827033123,20180827033323,20180827033923
MOVE TO DOOR,SLAMS DUNK,A3-184-L-504-2880-84,DR-001,Emp-6,20180827033250,20180827034250,20180827033950
MOVE TO DOOR,PUTAWAY,A7-63-L-1416-1332-60,DR-001,Emp-2,20180827033417,20180827033817,20180827034317
REPLEN OVERFLOW,SLOT CHANGE,A5-79-R-960-1548-0,A11-130-L-2328-2232-60,Emp-8,20180827033544,20180827034044,20180827034544
PUTAWAY,REPLEN,A8-7-R-1644-504-60,A10-135-L-2100-2292-0,Emp-10,20180827033711,20180827034111,20180827034711
REPLEN OVERFLOW,SLAMS DUNK,A6-110-L-1188-1968-60,A6-132-L-1188-2256-60,Emp-1,20180827033838,20180827033938,20180827034438
MOVE TO DOOR,PUTAWAY,A11-49-R-2328-1140-0,DR-001,Emp-8,20180827034005,20180827034805,20180827034505
PUTAWAY,SLAMS DUNK,A6-213-L-1188-3336-0,A7-206-R-1416-3216-0,Emp-3,20180827034132,20180827034332,20180827035032
REPLEN OVERFLOW,SLAMS DUNK,A11-159-L-2328-2580-0,A11-176-R-2328-2784-36,Emp-9,20180827034259,20180827034759,20180827034859
PUTAWAY,SLAMS DUNK,A5-12-R-960-588-0,A5-149-R-960-2460-0,Emp-2,20180827034426,20180827035126,20180827035226
REPLEN OVERFLOW,SLAMS DUNK,A10-18-L-2100-696-84,A3-130-R-504-2232-0,Emp-8,20180827034553,20180827034653,20180827035553
PUTAWAY,SLOT CHANGE,A5-37-R-960-984-0,A1-101-L-48-1836-0,Emp-5,20180827034720,20180827035220,20180827035520
PUTAWAY,PUTAWAY,A2-209-R-276-3276-0,A2-219-L-276-3444-48,Emp-10,20180827034847,20180827035147,20180827035747
MOVE TO DOOR,PUTAWAY,A2-172-R-276-2736-0,DR-001,Emp-2,20180827035014,20180827035414,20180827035614
PUTAWAY,PUTAWAY,A3-164-R-504-2640-60,A9-81-R-1872-1572-48,Emp-3,20180827035141,20180827035641,20180827040141
MOVE TO DOOR,PUTAWAY,A1-15-L-48-636-0,DR-001,Emp-10,20180827035308,20180827035508,20180827040108
MOVE TO DOOR,REPLEN,A8-14-L-1644-624-0,DR-001,Emp-4,20180827035435,20180827040035,20180827040335
REPLEN OVERFLOW,SLAMS DUNK,A1Y-L-2400-0-60,A5-92-L-960-1728-0,Emp-5,20180827035602,20180827040202,20180827040102
MOVE TO DOOR,REPLEN,A1-4-R-48-408-60,DR-001,Emp-6,20180827035729,20180827040129,20180827040229
REPLEN,REPLEN,A2-213-L-276-3336-48,A2-153-R-276-2508-0,Emp-7,20180827035856,20180827040156,20180827040556
REPLEN OVERFLOW,REPLEN,A7-93-R-1416-1740-60,A9-67-L-1872-1380-0,Emp-7,20180827040023,20180827040323,20180827040523
REPLEN OVERFLOW,REPLEN,A8-90-L-1644-1692-36,A3-188-L-504-2928-48,Emp-10,20180827040150,20180827040850,20180827040850
REPLEN,SLOT CHANGE,A1-37-L-48-984-0,A11-117-R-2328-2052-0,Emp-3,20180827040317,20180827041317,20180827041317
REPLEN,SLOT CHANGE,A9-170-R-1872-2712-0,A11-24-L-2328-816-0,Emp-2,20180827040444,20180827041044,20180827040944
MOVE TO DOOR,SLOT CHANGE,A7-80-R-1416-1560-0,DR-001,Emp-10,20180827040611,20180827040911,20180827041611
MOVE TO DOOR,PUTAWAY,A8-20-L-1644-732-0,DR-001,Emp-8,20180827040738,20180827041038,20180827041538
MOVE TO DOOR,SLOT CHANGE,A10-121-R-2100-2100-0,DR-001,Emp-2,20180827040905,20180827041105,20180827041905
REPLEN OVERFLOW,PUTAWAY,A5-41-L-960-1044-0,A1-113-L-48-2004-60,Emp-5,20180827041032,20180827041632,20180827041632
REPLEN OVERFLOW,REPLEN,A1-126-L-48-2184-60,A2-40-L-276-1020-60,Emp-8,20180827041159,20180827041859,20180827041759
REPLEN OVERFLOW,PUTAWAY,A1Y-L-2112-0-84,A11-4-L-2328-408-0,Emp-4,20180827041326,20180827042326,20180827041826
MOVE TO DOOR,REPLEN,A9-137-R-1872-2316-48,DR-001,Emp-4,20180827041453,20180827041953,20180827042353
REPLEN OVERFLOW,SLOT CHANGE,A6-219-R-1188-3444-72,A5-126-L-960-2184-48,Emp-4,20180827041620,20180827041720,20180827042620
REPLEN,PUTAWAY,A11-90-R-2328-1692-48,A11-96-L-2328-1776-0,Emp-2,20180827041747,20180827042047,20180827042547
REPLEN OVERFLOW,SLAMS DUNK,A7-206-L-1416-3216-48,A10-40-R-2100-1020-84,Emp-3,20180827041914,20180827042014,20180827042614
MOVE TO DOOR,SLOT CHANGE,A4-117-L-732-2052-0,DR-001,Emp-3,20180827042041,20180827042141,20180827042541
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-108-R-276-1932-0,A2-129-R-276-2220-0,Emp-7,20180827042208,20180827043108,20180827043208
REPLEN OVERFLOW,SLOT CHANGE,A9-92-L-1872-1728-0,A3-54-L-504-1212-60,Emp-7,20180827042335,20180827043335,20180827043335
MOVE TO DOOR,SLOT CHANGE,A2-219-R-276-3444-48,DR-001,Emp-10,20180827042502,20180827043502,20180827043402
PUTAWAY,SLOT CHANGE,A1-101-R-48-1836-0,A11-58-L-2328-1272-0,Emp-8,20180827042629,20180827042829,20180827043329
PUTAWAY,PUTAWAY,A4-195-L-732-3048-0,A8-148-R-1644-2448-60,Emp-6,20180827042756,20180827043556,20180827043456
REPLEN,SLOT CHANGE,A11-108-R-2328-1932-48,A1-96-L-48-1776-0,Emp-10,20180827042923,20180827043423,20180827043523
MOVE TO DOOR,PUTAWAY,A7-213-R-1416-3336-48,DR-001,Emp-3,20180827043050,20180827043350,20180827043850
REPLEN OVERFLOW,SLAMS DUNK,A4-83-L-732-1596-0,A5-101-L-960-1836-48,Emp-8,20180827043217,20180827043417,20180827044017
PUTAWAY,SLAMS DUNK,A6-142-L-1188-2376-0,A5-6-R-960-468-60,Emp-5,20180827043344,20180827043544,20180827043844
REPLEN OVERFLOW,SLOT CHANGE,A2-27-R-276-852-0,A4-202-L-732-3156-0,Emp-9,20180827043511,20180827044211,20180827044411
PUTAWAY,SLOT CHANGE,A7-75-L-1416-1500-0,A10-53-R-2100-1188-84,Emp-3,20180827043638,20180827044038,20180827044138
REPLEN,REPLEN,A4-10-R-732-564-0,A6-69-R-1188-1404-60,Emp-4,20180827043805,20180827044705,20180827044705
MOVE TO DOOR,SLOT CHANGE,A5-219-L-960-3444-0,DR-001,Emp-5,20180827043932,20180827044932,20180827044732
PUTAWAY,SLOT CHANGE,A5-71-R-960-1440-0,A11-91-R-2328-1704-48,Emp-6,20180827044059,20180827044859,20180827044859
REPLEN,PUTAWAY,A3-1-L-504-300-0,A6-73-R-1188-1464-60,Emp-9,20180827044226,20180827045126,20180827044826
MOVE TO DOOR,REPLEN,A8-133-L-1644-2268-36,DR-001,Emp-9,20180827044353,20180827044653,20180827045253
PUTAWAY,SLOT CHANGE,A6-39-L-1188-1008-60,A6-52-R-1188-1176-0,Emp-6,20180827044520,20180827045020,20180827045020
REPLEN,SLAMS DUNK,A3-164-R-504-2640-60,A5-96-L-960-1776-48,Emp-6,20180827044647,20180827044947,20180827045347
PUTAWAY,SLOT CHANGE,A7-219-R-1416-3444-0,A8-209-L-1644-3276-84,Emp-2,20180827044814,20180827045614,20180827045614
RETURNS PUTAWAY,RETURNS PUTAWAY,A6-4-L-1188-408-0,A11-125-R-2328-2160-48,Emp-6,20180827044941,20180827045241,20180827045741
MOVE TO DOOR,PUTAWAY,A1Y-L-1716-0-0,DR-001,Emp-6,20180827045108,20180827045308,20180827045608
MOVE TO DOOR,PUTAWAY,A3-149-R-504-2460-0,DR-001,Emp-5,20180827045235,20180827050135,20180827050135
PUTAWAY,SLOT CHANGE,A6-93-R-1188-1740-0,A2-213-R-276-3336-84,Emp-3,20180827045402,20180827045602,20180827050102
PUTAWAY,SLAMS DUNK,A7-195-R-1416-3048-84,A10-125-R-2100-2160-0,Emp-10,20180827045529,20180827050429,20180827050329
PUTAWAY,SLAMS DUNK,A8-167-R-1644-2676-60,A6-107-L-1188-1920-60,Emp-2,20180827045656,20180827045856,20180827050156
MOVE TO DOOR,SLAMS DUNK,A2-1-L-276-300-0,DR-001,Emp-9,20180827045823,20180827050823,20180827050723
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-33-L-960-924-48,A5-4-L-960-408-48,Emp-2,20180827045950,20180827050750,20180827050650
REPLEN,SLAMS DUNK,A11-16-R-2328-672-48,A1Y-L-2340-0-60,Emp-9,20180827050117,20180827050417,20180827051117
REPLEN OVERFLOW,REPLEN,A7-188-L-1416-2928-60,A9-137-R-1872-2316-0,Emp-5,20180827050244,20180827050544,20180827051244
REPLEN,SLOT CHANGE,A8-162-L-1644-2616-36,A9-142-R-1872-2376-0,Emp-3,20180827050411,20180827050811,20180827051311
REPLEN,SLOT CHANGE,A7-195-R-1416-3048-0,A1-206-L-48-3216-84,Emp-8,20180827050538,20180827051338,20180827051138
PUTAWAY,SLOT CHANGE,A8-167-L-1644-2676-0,A5-154-L-960-2520-0,Emp-10,20180827050705,20180827051605,20180827051605
MOVE TO DOOR,PUTAWAY,A3-113-L-504-2004-0,DR-001,Emp-8,20180827050832,20180827051432,20180827051332
PUTAWAY,REPLEN,A7-34-R-1416-936-60,A9-120-R-1872-2088-0,Emp-1,20180827050959,20180827051259,20180827051459
PUTAWAY,SLAMS DUNK,A11-73-R-2328-1464-48,A2-195-L-276-3048-0,Emp-4,20180827051126,20180827052026,20180827051626
REPLEN OVERFLOW,PUTAWAY,A1-199-R-48-3108-36,A3-1-L-504-300-60,Emp-5,20180827051253,20180827051953,20180827051953
PUTAWAY,SLOT CHANGE,A5-24-L-960-816-48,A6-219-L-1188-3444-0,Emp-10,20180827051420,20180827051920,20180827051920
REPLEN OVERFLOW,REPLEN,A1-216-L-48-3384-84,A1-28-L-48-864-60,Emp-3,20180827051547,20180827051747,20180827052047
PUTAWAY,SLOT CHANGE,A5-126-L-960-2184-48,A9-195-R-1872-3048-84,Emp-6,20180827051714,20180827052314,20180827052314
MOVE TO DOOR,SLAMS DUNK,A1-15-L-48-636-60,DR-001,Emp-9,20180827051841,20180827052441,20180827052441
REPLEN OVERFLOW,PUTAWAY,A11-2-R-2328-348-48,A4-202-R-732-3156-72,Emp-8,20180827052008,20180827052208,20180827052708
MOVE TO DOOR,REPLEN,A5-206-R-960-3216-36,DR-001,Emp-10,20180827052135,20180827053135,20180827053135
PUTAWAY,SLOT CHANGE,A1-15-L-48-636-60,A8-87-R-1644-1644-0,Emp-6,20180827052302,20180827053202,20180827052802
PUTAWAY,PUTAWAY,A4-124-R-732-2148-60,A2-8-R-276-516-0,Emp-4,20180827052429,20180827052829,20180827053329
REPLEN,SLOT CHANGE,A3-45-L-504-1092-0,A10-71-L-2100-1440-84,Emp-8,20180827052556,20180827052656,20180827053556
MOVE TO DOOR,SLOT CHANGE,A9-58-L-1872-1272-84,DR-001,Emp-7,20180827052723,20180827052823,20180827053523
MOVE TO DOOR,REPLEN,A6-59-L-1188-1284-0,DR-001,Emp-3,20180827052850,20180827053150,20180827053750
REPLEN OVERFLOW,SLAMS DUNK,A6-199-L-1188-3108-60,A3-219-R-504-3444-48,Emp-2,20180827053017,20180827053417,20180827053517
REPLEN OVERFLOW,SLOT CHANGE,A7-11-R-1416-576-60,A1-135-L-48-2292-60,Emp-4,20180827053144,20180827054144,20180827053644
PUTAWAY,SLOT CHANGE,A2-157-R-276-2556-60,A5-6-L-960-468-0,Emp-4,20180827053311,20180827054011,20180827054111
MOVE TO DOOR,SLOT CHANGE,A4-57-L-732-1248-60,DR-001,Emp-10,20180827053438,20180827053738,20180827053938
REPLEN OVERFLOW,REPLEN,A9-35-R-1872-948-0,A8-148-R-1644-2448-60,Emp-4,20180827053605,20180827054105,20180827054605
MOVE TO DOOR,SLAMS DUNK,A3-122-R-504-2124-0,DR-001,Emp-9,20180827053732,20180827054132,20180827054232
PUTAWAY,REPLEN,A11-167-R-2328-2676-48,A3-96-L-504-1776-60,Emp-7,20180827053859,20180827054559,20180827054859
MOVE TO DOOR,REPLEN,A4-170-R-732-2712-0,DR-001,Emp-8,20180827054026,20180827054626,20180827054726
REPLEN,SLAMS DUNK,A1Y-L-1200-0-60,A1Y-L-1536-0-84,Emp-8,20180827054153,20180827054553,20180827055053
PUTAWAY,REPLEN,A1-130-R-48-2232-0,A6-142-L-1188-2376-0,Emp-3,20180827054320,20180827054820,20180827054820
MOVE TO DOOR,REPLEN,A9-84-L-1872-1608-84,DR-001,Emp-9,20180827054447,20180827054747,20180827054947
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-23-L-276-792-60,A5-15-L-960-636-0,Emp-3,20180827054614,20180827055014,20180827055414
PUTAWAY,SLOT CHANGE,A1-24-L-48-816-0,A6-107-L-1188-1920-60,Emp-8,20180827054741,20180827055041,20180827055241
REPLEN,SLOT CHANGE,A7-195-R-1416-3048-48,A8-162-R-1644-2616-0,Emp-8,20180827054908,20180827055608,20180827055908
MOVE TO DOOR,SLOT CHANGE,A11-12-L-2328-588-60,DR-001,Emp-6,20180827055035,20180827055135,20180827055935
REPLEN OVERFLOW,REPLEN,A11-109-L-2328-1956-60,A1-96-R-48-1776-0,Emp-8,20180827055202,20180827055702,20180827055802
REPLEN OVERFLOW,SLAMS DUNK,A7-174-R-1416-2760-60,A10-108-R-2100-1932-0,Emp-8,20180827055329,20180827060129,20180827060129
MOVE TO DOOR,SLAMS DUNK,A10-57-R-2100-1248-84,DR-001,Emp-10,20180827055456,20180827055856,20180827060056
PUTAWAY,SLOT CHANGE,A1Y-L-120-0-24,A1-12-L-48-588-0,Emp-2,20180827055623,20180827060323,20180827060323
REPLEN OVERFLOW,PUTAWAY,A4-3-L-732-360-60,A7-206-R-1416-3216-84,Emp-1,20180827055750,20180827055850,20180827060650
PUTAWAY,PUTAWAY,A11-4-R-2328-408-48,A10-40-R-2100-1020-0,Emp-6,20180827055917,20180827060017,20180827060917
RETURNS PUTAWAY,RETURNS PUTAWAY,A1Y-L-1716-0-60,A3-195-R-504-3048-84,Emp-2,20180827060044,20180827060544,20180827060544
MOVE TO DOOR,REPLEN,A8-162-L-1644-2616-0,DR-001,Emp-7,20180827060211,20180827061011,20180827060811
MOVE TO DOOR,REPLEN,A8-83-R-1644-1596-60,DR-001,Emp-9,20180827060338,20180827060438,20180827061038
MOVE TO DOOR,PUTAWAY,A2-40-R-276-1020-0,DR-001,Emp-4,20180827060505,20180827061205,20180827061105
PUTAWAY,SLOT CHANGE,A1-202-L-48-3156-84,A3-206-L-504-3216-48,Emp-5,20180827060632,20180827061332,20180827061332
REPLEN OVERFLOW,REPLEN,A4-103-R-732-1860-0,A8-166-L-1644-2664-36,Emp-5,20180827060759,20180827061359,20180827061559
PUTAWAY,PUTAWAY,A9-140-L-1872-2352-0,A7-67-L-1416-1380-60,Emp-10,20180827060926,20180827061526,20180827061926
PUTAWAY,SLAMS DUNK,A2-57-L-276-1248-60,A5-209-L-960-3276-0,Emp-3,20180827061053,20180827061853,20180827061853
REPLEN OVERFLOW,PUTAWAY,A1Y-L-1884-0-0,A10-92-L-2100-1728-0,Emp-9,20180827061220,20180827062220,20180827061720
MOVE TO DOOR,SLAMS DUNK,A6-132-L-1188-2256-0,DR-001,Emp-3,20180827061347,20180827061947,20180827062247
PUTAWAY,SLAMS DUNK,A6-137-L-1188-2316-60,A5-199-L-960-3108-36,Emp-3,20180827061514,20180827062214,20180827062414
PUTAWAY,SLOT CHANGE,A3-84-L-504-1608-60,A6-42-L-1188-1056-60,Emp-9,20180827061641,20180827062541,20180827062441
RETURNS PUTAWAY,RETURNS PUTAWAY,A6-90-L-1188-1692-0,A11-157-R-2328-2556-48,Emp-9,20180827061808,20180827062308,20180827062708
MOVE TO DOOR,SLAMS DUNK,A5-33-L-960-924-48,DR-001,Emp-7,20180827061935,20180827062035,20180827062435
PUTAWAY,PUTAWAY,A10-125-R-2100-2160-0,A4-216-L-732-3384-72,Emp-8,20180827062102,20180827063002,20180827063102
MOVE TO DOOR,SLAMS DUNK,A6-107-L-1188-1920-0,DR-001,Emp-2,20180827062229,20180827062629,20180827062729
REPLEN,SLOT CHANGE,A10-33-L-2100-924-84,A1-213-R-48-3336-72,Emp-10,20180827062356,20180827062756,20180827063356
PUTAWAY,SLAMS DUNK,A11-172-R-2328-2736-48,A2-216-L-276-3384-48,Emp-7,20180827062523,20180827062623,20180827063523
MOVE TO DOOR,PUTAWAY,A9-206-L-1872-3216-48,DR-001,Emp-4,20180827062650,20180827063050,20180827063150
RETURNS PUTAWAY,RETURNS PUTAWAY,A1-3-L-48-360-60,A11-138-R-2328-2328-0,Emp-6,20180827062817,20180827063817,20180827063317
REPLEN OVERFLOW,SLOT CHANGE,A2-202-R-276-3156-48,A8-219-L-1644-3444-0,Emp-2,20180827062944,20180827063244,20180827063744
MOVE TO DOOR,SLOT CHANGE,A1-67-R-48-1380-60,DR-001,Emp-7,20180827063111,20180827064111,20180827063611
MOVE TO DOOR,SLAMS DUNK,A9-206-L-1872-3216-0,DR-001,Emp-3,20180827063238,20180827064038,20180827064038
PUTAWAY,SLOT CHANGE,A11-135-L-2328-2292-60,A11-14-R-2328-624-0,Emp-1,20180827063405,20180827063505,20180827064105
REPLEN OVERFLOW,SLAMS DUNK,A6-219-L-1188-3444-0,A4-151-R-732-2484-60,Emp-2,20180827063532,20180827064532,20180827064432
MOVE TO DOOR,SLOT CHANGE,A5-199-L-960-3108-72,DR-001,Emp-6,20180827063659,20180827064359,20180827064659
REPLEN OVERFLOW,REPLEN,A5-105-R-960-1896-0,A1-109-R-48-1956-60,Emp-1,20180827063826,20180827064426,20180827064626
MOVE TO DOOR,SLAMS DUNK,A7-1-R-1416-300-60,DR-001,Emp-5,20180827063953,20180827064053,20180827064653
MOVE TO DOOR,SLAMS DUNK,A10-78-R-2100-1536-0,DR-001,Emp-9,20180827064120,20180827064520,20180827064820
REPLEN,SLAMS DUNK,A4-32-L-732-912-60,A7-202-R-1416-3156-0,Emp-8,20180827064247,20180827065247,20180827065147
REPLEN OVERFLOW,PUTAWAY,A1-126-L-48-2184-0,A1Y-L-60-0-60,Emp-8,20180827064414,20180827065314,20180827065414
REPLEN,SLAMS DUNK,A8-83-L-1644-1596-0,A11-54-L-2328-1212-60,Emp-6,20180827064541,20180827064841,20180827065141
MOVE TO DOOR,SLOT CHANGE,A10-95-R-2100-1764-0,DR-001,Emp-3,20180827064708,20180827065008,20180827065308
MOVE TO DOOR,SLAMS DUNK,A11-58-L-2328-1272-60,DR-001,Emp-3,20180827064835,20180827065535,20180827065435
REPLEN,PUTAWAY,A3-4-L-504-408-0,A7-29-R-1416-876-60,Emp-1,20180827065002,20180827065802,20180827070002
MOVE TO DOOR,SLAMS DUNK,A1-149-R-48-2460-0,DR-001,Emp-8,20180827065129,20180827065629,20180827065929
REPLEN,SLAMS DUNK,A8-108-R-1644-1932-0,A3-145-R-504-2412-60,Emp-7,20180827065256,20180827065356,20180827070256
MOVE TO DOOR,REPLEN,A8-134-R-1644-2280-60,DR-001,Emp-2,20180827065423,20180827070023,20180827070423
REPLEN OVERFLOW,PUTAWAY,A1-188-R-48-2928-72,A10-44-R-2100-1080-0,Emp-10,20180827065550,20180827070450,20180827070450
REPLEN OVERFLOW,REPLEN,A2-1-R-276-300-60,A2-20-L-276-732-60,Emp-2,20180827065717,20180827070317,20180827070617
MOVE TO DOOR,SLAMS DUNK,A4-148-L-732-2448-60,DR-001,Emp-6,20180827065844,20180827070444,20180827070844
REPLEN,SLAMS DUNK,A3-191-R-504-2988-84,A3-202-R-504-3156-0,Emp-3,20180827070011,20180827070411,20180827070911
REPLEN OVERFLOW,SLOT CHANGE,A7-202-R-1416-3156-84,A7-213-R-1416-3336-84,Emp-1,20180827070138,20180827070938,20180827070938
MOVE TO DOOR,PUTAWAY,A1-199-R-48-3108-36,DR-001,Emp-10,20180827070305,20180827071205,20180827070805
REPLEN OVERFLOW,SLOT CHANGE,A8-166-L-1644-2664-36,A2-162-R-276-2616-0,Emp-10,20180827070432,20180827071332,20180827071332
PUTAWAY,SLOT CHANGE,A4-195-R-732-3048-36,A2-148-R-276-2448-60,Emp-1,20180827070559,20180827071559,20180827071059
REPLEN OVERFLOW,SLOT CHANGE,A2-1-L-276-300-60,A11-71-L-2328-1440-60,Emp-5,20180827070726,20180827071026,20180827071226
MOVE TO DOOR,SLAMS DUNK,A2-112-L-276-1992-0,DR-001,Emp-6,20180827070853,20180827071353,20180827071453
REPLEN OVERFLOW,REPLEN,A6-202-R-1188-3156-84,A9-132-R-1872-2256-0,Emp-4,20180827071020,20180827071120,20180827072020
PUTAWAY,PUTAWAY,A6-107-L-1188-1920-60,A4-216-R-732-3384-0,Emp-5,20180827071147,20180827071247,20180827072147
PUTAWAY,SLOT CHANGE,A5-149-L-960-2460-48,A5-18-L-960-696-0,Emp-3,20180827071314,20180827072314,20180827071814
REPLEN OVERFLOW,SLAMS DUNK,A4-47-R-732-1116-60,A2-202-R-276-3156-84,Emp-4,20180827071441,20180827071641,20180827072241
REPLEN OVERFLOW,SLAMS DUNK,A2-74-R-276-1476-0,A4-36-L-732-960-0,Emp-8,20180827071608,20180827072508,20180827072508
REPLEN,SLAMS DUNK,A6-35-L-1188-948-0,A5-118-R-960-2064-0,Emp-5,20180827071735,20180827072535,20180827072635
REPLEN,REPLEN,A5-130-L-960-2232-48,A3-92-L-504-1728-0,Emp-5,20180827071902,20180827072302,20180827072502
MOVE TO DOOR,SLOT CHANGE,A4-110-R-732-1968-60,DR-001,Emp-10,20180827072029,20180827072229,20180827072729
PUTAWAY,SLAMS DUNK,A6-124-L-1188-2148-0,A7-179-R-1416-2820-0,Emp-3,20180827072156,20180827072456,20180827073056
REPLEN OVERFLOW,SLOT CHANGE,A6-76-R-1188-1512-0,A8-70-R-1644-1416-0,Emp-4,20180827072323,20180827072723,20180827072923
MOVE TO DOOR,REPLEN,A9-216-L-1872-3384-48,DR-001,Emp-3,20180827072450,20180827073250,20180827073050
MOVE TO DOOR,SLOT CHANGE,A5-62-L-960-1320-48,DR-001,Emp-2,20180827072617,20180827073317,20180827073317
REPLEN OVERFLOW,SLAMS DUNK,A1-159-L-48-2580-60,A4-115-R-732-2028-0,Emp-4,20180827072744,20180827072944,20180827073744
REPLEN OVERFLOW,REPLEN,A5-130-R-960-2232-60,A9-1-R-1872-300-48,Emp-1,20180827072911,20180827073111,20180827073711
PUTAWAY,PUTAWAY,A4-39-R-732-1008-0,A9-6-R-1872-468-0,Emp-8,20180827073038,20180827074038,20180827074038
REPLEN,REPLEN,A9-73-R-1872-1464-0,A2-36-R-276-960-60,Emp-1,20180827073205,20180827073505,20180827074105
REPLEN,SLAMS DUNK,A5-101-L-960-1836-0,A7-59-R-1416-1284-60,Emp-10,20180827073332,20180827073932,20180827074032
REPLEN OVERFLOW,SLAMS DUNK,A11-79-L-2328-1548-60,A1Y-L-516-0-84,Emp-1,20180827073459,20180827074459,20180827074259
REPLEN,SLOT CHANGE,A9-175-R-1872-2772-0,A3-109-L-504-1956-60,Emp-2,20180827073626,20180827074426,20180827074226
PUTAWAY,REPLEN,A2-17-R-276-684-60,A1-12-L-48-588-0,Emp-4,20180827073753,20180827073853,20180827074553
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-71-L-960-1440-48,A5-92-L-960-1728-48,Emp-6,20180827073920,20180827074720,20180827074420
MOVE TO DOOR,REPLEN,A7-131-L-1416-2244-60,DR-001,Emp-2,20180827074047,20180827074347,20180827074547
MOVE TO DOOR,PUTAWAY,A2-202-L-276-3156-0,DR-001,Emp-5,20180827074214,20180827074414,20180827075014
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-206-R-1416-3216-84,A8-49-L-1644-1140-36,Emp-5,20180827074341,20180827074741,20180827075141
REPLEN OVERFLOW,SLAMS DUNK,A5-206-R-960-3216-0,A8-148-L-1644-2448-0,Emp-8,20180827074508,20180827074708,20180827075208
PUTAWAY,REPLEN,A11-1-L-2328-300-60,A1-206-L-48-3216-84,Emp-1,20180827074635,20180827074735,20180827075435
MOVE TO DOOR,SLOT CHANGE,A10-130-L-2100-2232-0,DR-001,Emp-1,20180827074802,20180827075802,20180827075602
PUTAWAY,PUTAWAY,A6-195-L-1188-3048-60,A9-109-L-1872-1956-84,Emp-2,20180827074929,20180827075929,20180827075929
REPLEN,SLOT CHANGE,A5-202-R-960-3156-0,A4-64-R-732-1344-0,Emp-3,20180827075056,20180827075456,20180827080056
REPLEN OVERFLOW,REPLEN,A2-91-L-276-1704-0,A7-146-R-1416-2424-60,Emp-4,20180827075223,20180827075623,20180827075923
REPLEN OVERFLOW,REPLEN,A4-57-L-732-1248-0,A10-148-R-2100-2448-0,Emp-6,20180827075350,20180827075950,20180827080050
PUTAWAY,SLOT CHANGE,A1-126-L-48-2184-60,A5-101-L-960-1836-0,Emp-10,20180827075517,20180827075717,20180827080217
PUTAWAY,REPLEN,A2-117-L-276-2052-60,A5-135-R-960-2292-60,Emp-3,20180827075644,20180827080544,20180827080244
PUTAWAY,SLOT CHANGE,A3-54-R-504-1212-60,A6-216-R-1188-3384-48,Emp-10,20180827075811,20180827080711,20180827080611
MOVE TO DOOR,REPLEN,A8-32-L-1644-912-36,DR-001,Emp-3,20180827075938,20180827080238,20180827080538
MOVE TO DOOR,SLOT CHANGE,A1-41-R-48-1044-60,DR-001,Emp-6,20180827080105,20180827081105,20180827080905
PUTAWAY,REPLEN,A6-216-R-1188-3384-48,A1-105-L-48-1896-60,Emp-8,20180827080232,20180827080632,20180827081032
PUTAWAY,SLOT CHANGE,A3-75-R-504-1500-60,A5-58-R-960-1272-60,Emp-4,20180827080359,20180827080559,20180827081159
MOVE TO DOOR,PUTAWAY,A2-27-L-276-852-60,DR-001,Emp-2,20180827080526,20180827081526,20180827081526
REPLEN OVERFLOW,SLAMS DUNK,A10-138-R-2100-2328-0,A10-157-R-2100-2556-84,Emp-10,20180827080653,20180827081453,20180827081653
PUTAWAY,SLAMS DUNK,A5-140-R-960-2352-60,A5-15-R-960-636-60,Emp-1,20180827080820,20180827080920,20180827081320
MOVE TO DOOR,PUTAWAY,A8-57-R-1644-1248-60,DR-001,Emp-10,20180827080947,20180827081747,20180827081747
PUTAWAY,REPLEN,A7-199-L-1416-3108-48,A11-48-R-2328-1128-48,Emp-7,20180827081114,20180827081214,20180827081814
MOVE TO DOOR,PUTAWAY,A3-15-L-504-636-60,DR-001,Emp-6,20180827081241,20180827081541,20180827082141
REPLEN OVERFLOW,REPLEN,A5-140-R-960-2352-0,A9-206-L-1872-3216-0,Emp-1,20180827081408,20180827082108,20180827082408
PUTAWAY,SLOT CHANGE,A7-71-L-1416-1440-60,A9-42-R-1872-1056-48,Emp-9,20180827081535,20180827082235,20180827082035
REPLEN OVERFLOW,REPLEN,A1-12-R-48-588-0,A2-4-L-276-408-0,Emp-3,20180827081702,20180827082702,20180827082302
MOVE TO DOOR,SLAMS DUNK,A5-84-R-960-1608-0,DR-001,Emp-5,20180827081829,20180827082729,20180827082729
REPLEN OVERFLOW,REPLEN,A3-109-R-504-1956-60,A4-66-L-732-1368-60,Emp-7,20180827081956,20180827082056,20180827082956
REPLEN OVERFLOW,SLOT CHANGE,A8-70-L-1644-1416-36,A6-25-L-1188-828-60,Emp-3,20180827082123,20180827082523,20180827083023
REPLEN,SLOT CHANGE,A8-219-R-1644-3444-0,A7-127-R-1416-2196-0,Emp-9,20180827082250,20180827082350,20180827083250
